instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,demand_cluster
102,2011-01-05,Spring,0,January,10,No,Wednesday,Working Day,Clear/Partly Cloudy,9.02,9.85,37.0,22.0,4,53,57,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
103,2011-01-05,Spring,0,January,11,No,Wednesday,Working Day,Clear/Partly Cloudy,10.66,11.36,33.0,22.0,12,34,46,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
104,2011-01-05,Spring,0,January,12,No,Wednesday,Working Day,Clear/Partly Cloudy,10.66,11.36,33.0,22.0,5,74,79,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
105,2011-01-05,Spring,0,January,13,No,Wednesday,Working Day,Clear/Partly Cloudy,11.48,12.88,30.0,20.0,6,65,71,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
106,2011-01-05,Spring,0,January,14,No,Wednesday,Working Day,Clear/Partly Cloudy,12.3,14.4,28.0,13.0,10,52,62,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
107,2011-01-05,Spring,0,January,15,No,Wednesday,Working Day,Clear/Partly Cloudy,12.3,14.4,28.0,13.0,7,55,62,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
108,2011-01-05,Spring,0,January,16,No,Wednesday,Working Day,Clear/Partly Cloudy,12.3,15.91,28.0,6.0,4,85,89,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
109,2011-01-05,Spring,0,January,17,No,Wednesday,Working Day,Clear/Partly Cloudy,9.84,11.36,38.0,13.0,4,186,190,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
110,2011-01-05,Spring,0,January,18,No,Wednesday,Working Day,Clear/Partly Cloudy,9.84,12.12,38.0,9.0,3,166,169,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
111,2011-01-05,Spring,0,January,19,No,Wednesday,Working Day,Clear/Partly Cloudy,9.84,12.88,38.0,7.0,5,127,132,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
112,2011-01-05,Spring,0,January,20,No,Wednesday,Working Day,Clear/Partly Cloudy,9.02,11.36,47.0,11.0,7,82,89,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
113,2011-01-05,Spring,0,January,21,No,Wednesday,Working Day,Clear/Partly Cloudy,8.2,9.85,51.0,13.0,3,40,43,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
114,2011-01-05,Spring,0,January,22,No,Wednesday,Working Day,Clear/Partly Cloudy,7.38,9.85,55.0,9.0,1,41,42,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
115,2011-01-05,Spring,0,January,23,No,Wednesday,Working Day,Clear/Partly Cloudy,8.2,12.88,47.0,0.0,1,18,19,5,Spring,2011,January,No,Wednesday,Working Day,Clear/Partly Cloudy,9.31,11.46,43.7,12.52,82,1518,1600,Low Demand
116,2011-01-06,Spring,0,January,0,No,Thursday,Working Day,Clear/Partly Cloudy,7.38,12.12,55.0,0.0,0,11,11,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
117,2011-01-06,Spring,0,January,1,No,Thursday,Working Day,Clear/Partly Cloudy,6.56,11.36,64.0,0.0,0,4,4,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
118,2011-01-06,Spring,0,January,2,No,Thursday,Working Day,Clear/Partly Cloudy,6.56,11.36,64.0,0.0,0,2,2,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
119,2011-01-06,Spring,0,January,4,No,Thursday,Working Day,Misty/Cloudy,6.56,9.85,64.0,6.0,0,1,1,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
120,2011-01-06,Spring,0,January,5,No,Thursday,Working Day,Misty/Cloudy,5.74,9.09,69.0,6.0,0,4,4,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
121,2011-01-06,Spring,0,January,6,No,Thursday,Working Day,Misty/Cloudy,5.74,8.33,63.0,7.0,0,36,36,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
122,2011-01-06,Spring,0,January,7,No,Thursday,Working Day,Misty/Cloudy,6.56,11.36,59.0,0.0,0,95,95,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
123,2011-01-06,Spring,0,January,8,No,Thursday,Working Day,Clear/Partly Cloudy,6.56,11.36,59.0,0.0,3,216,219,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
124,2011-01-06,Spring,0,January,9,No,Thursday,Working Day,Misty/Cloudy,7.38,12.12,51.0,0.0,6,116,122,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
125,2011-01-06,Spring,0,January,10,No,Thursday,Working Day,Clear/Partly Cloudy,8.2,12.88,47.0,0.0,3,42,45,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
126,2011-01-06,Spring,0,January,11,No,Thursday,Working Day,Clear/Partly Cloudy,9.02,12.88,44.0,6.0,2,57,59,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
127,2011-01-06,Spring,0,January,12,No,Thursday,Working Day,Clear/Partly Cloudy,10.66,14.4,35.0,0.0,6,78,84,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
128,2011-01-06,Spring,0,January,13,No,Thursday,Working Day,Clear/Partly Cloudy,10.66,13.64,35.0,7.0,12,55,67,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
129,2011-01-06,Spring,0,January,14,No,Thursday,Working Day,Clear/Partly Cloudy,11.48,13.64,36.0,11.0,11,59,70,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
130,2011-01-06,Spring,0,January,15,No,Thursday,Working Day,Clear/Partly Cloudy,11.48,13.64,36.0,0.0,8,54,62,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
131,2011-01-06,Spring,0,January,16,No,Thursday,Working Day,Clear/Partly Cloudy,10.66,12.88,38.0,11.0,12,74,86,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
132,2011-01-06,Spring,0,January,17,No,Thursday,Working Day,Clear/Partly Cloudy,9.02,11.36,51.0,11.0,9,163,172,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
133,2011-01-06,Spring,0,January,18,No,Thursday,Working Day,Clear/Partly Cloudy,9.02,11.36,51.0,9.0,5,158,163,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
134,2011-01-06,Spring,0,January,19,No,Thursday,Working Day,Clear/Partly Cloudy,9.02,12.88,55.0,6.0,3,109,112,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
135,2011-01-06,Spring,0,January,20,No,Thursday,Working Day,Clear/Partly Cloudy,8.2,10.6,51.0,11.0,3,66,69,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
136,2011-01-06,Spring,0,January,21,No,Thursday,Working Day,Misty/Cloudy,9.02,10.6,55.0,15.0,0,48,48,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
137,2011-01-06,Spring,0,January,22,No,Thursday,Working Day,Misty/Cloudy,9.02,10.6,51.0,19.0,1,51,52,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
138,2011-01-06,Spring,0,January,23,No,Thursday,Working Day,Misty/Cloudy,8.2,9.85,59.0,13.0,4,19,23,6,Spring,2011,January,No,Thursday,Working Day,Clear/Partly Cloudy,8.38,11.66,51.83,6.0,88,1518,1606,Low Demand
139,2011-01-07,Spring,0,January,0,No,Friday,Working Day,Misty/Cloudy,8.2,9.85,64.0,13.0,4,13,17,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
140,2011-01-07,Spring,0,January,1,No,Friday,Working Day,Misty/Cloudy,8.2,9.85,69.0,15.0,2,5,7,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
141,2011-01-07,Spring,0,January,2,No,Friday,Working Day,Misty/Cloudy,8.2,9.85,69.0,15.0,0,1,1,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
142,2011-01-07,Spring,0,January,4,No,Friday,Working Day,Misty/Cloudy,8.2,10.6,69.0,9.0,0,1,1,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
143,2011-01-07,Spring,0,January,5,No,Friday,Working Day,Light Snow/Rain,9.02,13.64,55.0,0.0,0,5,5,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
144,2011-01-07,Spring,0,January,6,No,Friday,Working Day,Misty/Cloudy,8.2,12.88,69.0,0.0,8,26,34,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
145,2011-01-07,Spring,0,January,7,No,Friday,Working Day,Clear/Partly Cloudy,8.2,10.6,69.0,9.0,8,76,84,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
146,2011-01-07,Spring,0,January,8,No,Friday,Working Day,Clear/Partly Cloudy,8.2,9.85,51.0,17.0,20,190,210,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
147,2011-01-07,Spring,0,January,9,No,Friday,Working Day,Clear/Partly Cloudy,8.2,9.09,47.0,20.0,9,125,134,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
148,2011-01-07,Spring,0,January,10,No,Friday,Working Day,Clear/Partly Cloudy,9.02,9.85,37.0,22.0,16,47,63,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
149,2011-01-07,Spring,0,January,11,No,Friday,Working Day,Misty/Cloudy,8.2,9.85,40.0,15.0,19,48,67,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
150,2011-01-07,Spring,0,January,12,No,Friday,Working Day,Misty/Cloudy,8.2,9.85,37.0,17.0,9,50,59,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
151,2011-01-07,Spring,0,January,13,No,Friday,Working Day,Misty/Cloudy,8.2,9.09,37.0,19.0,9,64,73,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
152,2011-01-07,Spring,0,January,14,No,Friday,Working Day,Misty/Cloudy,8.2,9.85,40.0,17.0,7,43,50,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
153,2011-01-07,Spring,0,January,15,No,Friday,Working Day,Misty/Cloudy,8.2,10.6,37.0,11.0,9,63,72,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
154,2011-01-07,Spring,0,January,16,No,Friday,Working Day,Misty/Cloudy,8.2,10.6,37.0,11.0,5,82,87,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
155,2011-01-07,Spring,0,January,17,No,Friday,Working Day,Misty/Cloudy,8.2,12.88,37.0,0.0,9,178,187,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
156,2011-01-07,Spring,0,January,18,No,Friday,Working Day,Clear/Partly Cloudy,8.2,11.36,40.0,6.0,7,116,123,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
157,2011-01-07,Spring,0,January,19,No,Friday,Working Day,Clear/Partly Cloudy,6.56,9.85,55.0,6.0,3,92,95,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
158,2011-01-07,Spring,0,January,20,No,Friday,Working Day,Clear/Partly Cloudy,7.38,10.6,47.0,7.0,1,50,51,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
159,2011-01-07,Spring,0,January,21,No,Friday,Working Day,Clear/Partly Cloudy,7.38,9.85,47.0,9.0,0,39,39,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
160,2011-01-07,Spring,0,January,22,No,Friday,Working Day,Misty/Cloudy,7.38,9.85,43.0,11.0,2,34,36,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
161,2011-01-07,Spring,0,January,23,No,Friday,Working Day,Misty/Cloudy,7.38,9.85,51.0,11.0,1,14,15,7,Spring,2011,January,No,Friday,Working Day,Misty/Cloudy,8.06,10.44,49.87,11.3,148,1362,1510,Low Demand
162,2011-01-08,Spring,0,January,0,No,Saturday,Weekend/Holiday,Misty/Cloudy,7.38,9.85,51.0,11.0,1,24,25,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
163,2011-01-08,Spring,0,January,1,No,Saturday,Weekend/Holiday,Misty/Cloudy,7.38,10.6,55.0,6.0,1,15,16,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
164,2011-01-08,Spring,0,January,2,No,Saturday,Weekend/Holiday,Misty/Cloudy,7.38,12.12,55.0,0.0,3,13,16,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
165,2011-01-08,Spring,0,January,3,No,Saturday,Weekend/Holiday,Light Snow/Rain,7.38,9.85,55.0,11.0,0,7,7,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
166,2011-01-08,Spring,0,January,4,No,Saturday,Weekend/Holiday,Light Snow/Rain,7.38,9.85,55.0,11.0,0,1,1,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
167,2011-01-08,Spring,0,January,5,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.56,8.33,74.0,11.0,0,5,5,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
168,2011-01-08,Spring,0,January,6,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.56,8.33,74.0,11.0,0,2,2,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
169,2011-01-08,Spring,0,January,7,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.56,9.09,74.0,7.0,1,8,9,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
170,2011-01-08,Spring,0,January,8,No,Saturday,Weekend/Holiday,Light Snow/Rain,6.56,9.09,93.0,7.0,0,15,15,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
171,2011-01-08,Spring,0,January,9,No,Saturday,Weekend/Holiday,Light Snow/Rain,6.56,9.09,93.0,7.0,0,20,20,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
172,2011-01-08,Spring,0,January,10,No,Saturday,Weekend/Holiday,Misty/Cloudy,7.38,9.85,80.0,11.0,5,56,61,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
173,2011-01-08,Spring,0,January,11,No,Saturday,Weekend/Holiday,Misty/Cloudy,8.2,9.09,69.0,26.0,2,60,62,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
174,2011-01-08,Spring,0,January,12,No,Saturday,Weekend/Holiday,Misty/Cloudy,8.2,9.09,59.0,24.0,8,90,98,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
175,2011-01-08,Spring,0,January,13,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.2,9.09,44.0,22.0,7,95,102,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
176,2011-01-08,Spring,0,January,14,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.2,8.33,32.0,33.0,12,83,95,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
177,2011-01-08,Spring,0,January,15,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.2,8.33,32.0,30.0,5,69,74,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
178,2011-01-08,Spring,0,January,16,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,7.38,6.82,29.0,30.0,8,68,76,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
179,2011-01-08,Spring,0,January,17,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,6.56,6.06,37.0,37.0,5,64,69,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
180,2011-01-08,Spring,0,January,18,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,5.74,6.06,39.0,20.0,3,52,55,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
181,2011-01-08,Spring,0,January,19,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,5.74,6.06,36.0,17.0,4,26,30,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
182,2011-01-08,Spring,0,January,20,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.92,6.06,36.0,17.0,0,28,28,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
183,2011-01-08,Spring,0,January,21,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.92,5.3,39.0,24.0,2,35,37,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
184,2011-01-08,Spring,0,January,22,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.92,5.3,36.0,26.0,1,33,34,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
185,2011-01-08,Spring,0,January,23,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.1,3.03,39.0,30.0,0,22,22,8,Spring,2011,January,No,Saturday,Weekend/Holiday,Misty/Cloudy,6.76,8.11,53.58,17.88,68,891,959,Low Demand
186,2011-01-09,Spring,0,January,0,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1,3.79,42.0,26.0,1,24,25,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
187,2011-01-09,Spring,0,January,1,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1,3.03,42.0,31.0,0,12,12,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
188,2011-01-09,Spring,0,January,2,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1,3.03,46.0,31.0,0,11,11,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
189,2011-01-09,Spring,0,January,3,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1,3.79,46.0,28.0,0,4,4,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
190,2011-01-09,Spring,0,January,4,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,3.28,4.54,53.0,13.0,0,1,1,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
191,2011-01-09,Spring,0,January,5,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,3.28,4.54,53.0,13.0,0,1,1,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
192,2011-01-09,Spring,0,January,6,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1,4.54,49.0,19.0,0,1,1,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
193,2011-01-09,Spring,0,January,7,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,3.28,4.54,53.0,13.0,1,5,6,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
194,2011-01-09,Spring,0,January,8,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1,4.54,49.0,19.0,0,10,10,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
195,2011-01-09,Spring,0,January,9,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.92,3.79,46.0,35.0,0,19,19,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
196,2011-01-09,Spring,0,January,10,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.74,5.3,43.0,26.0,0,49,49,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
197,2011-01-09,Spring,0,January,11,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,6.56,6.06,40.0,35.0,2,47,49,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
198,2011-01-09,Spring,0,January,12,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,7.38,6.82,37.0,30.0,4,79,83,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
199,2011-01-09,Spring,0,January,13,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,8.33,34.0,30.0,6,69,75,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
200,2011-01-09,Spring,0,January,14,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,9.09,32.0,31.0,8,64,72,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
201,2011-01-09,Spring,0,January,15,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,9.85,35.0,24.0,5,77,82,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
202,2011-01-09,Spring,0,January,16,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,8.33,34.0,30.0,13,79,92,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
203,2011-01-09,Spring,0,January,17,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,7.38,7.58,37.0,26.0,3,59,62,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
204,2011-01-09,Spring,0,January,18,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,6.56,6.82,40.0,22.0,4,44,48,9,Spring,2011,January,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.67,5.81,43.42,24.25,54,768,822,Low Demand
